User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.79,0.55,0.77,0.83,0.81,0.36,1103,401,504,1265,1351,1431,1426,0.15,0.19,0.15,0.15,452.5,1308,1428.5,472,639,1586,1714,1913,1823,4,8,0,93.33,86.54,34.58,1/1/2020 8:00,Ps480
0.78,0.55,0.77,0.84,0.81,0.35,1277,470,592,1494,1600,1691,1688,0.15,0.15,0.15,0.15,531,1547,1689.5,555,757,1878,2034,2268,2161,4,8,0,93.33,86.54,34.58,1/1/2020 8:20,Ps480
0.78,0.55,0.77,0.84,0.81,0.35,1406,521,657,1657,1778,1876,1874,0.15,0.15,0.15,0.15,589,1717.5,1875,614,842,2083,2261,2518,2398,4,8,0,93.33,86.54,34.58,1/1/2020 8:40,Ps480
0.78,0.55,0.76,0.84,0.81,0.35,1518,566,714,1805,1939,2044,2045,0.15,0.15,0.15,0.15,640,1872,2044.5,668,918,2275,2472,2751,2619,4,8,0,93.33,86.54,34.58,1/1/2020 9:00,Ps480
0.77,0.55,0.76,0.84,0.81,0.34,1596,597,754,1909,2054,2160,2166,0.15,0.15,0.15,0.15,675.5,1981.5,2163,706,971,2412,2623,2918,2777,4,8,0,93.33,86.54,34.58,1/1/2020 9:20,Ps480
0.78,0.55,0.76,0.84,0.81,0.35,1757,666,841,2101,2265,2383,2381,0.15,0.15,0.15,0.15,753.5,2183,2382,781,1076,2647,2885,3203,3041,4,8,0,93.33,86.54,34.58,1/1/2020 9:40,Ps480
0.76,0.56,0.75,0.81,0.79,0.33,1625,611,768,1997,2135,2267,2283,0.15,0.15,0.15,0.15,689.5,2066,2275,753,1007,2598,2797,3144,2986,4,8,0,93.33,86.54,34.58,1/1/2020 10:00,Ps480
0.76,0.56,0.75,0.8,0.79,0.33,1518,567,714,1869,1995,2120,2139,0.15,0.15,0.15,0.15,640.5,1932,2129.5,705,938,2443,2622,2955,2808,4,8,0,93.33,86.54,34.58,1/1/2020 10:20,Ps480
0.76,0.56,0.74,0.81,0.79,0.32,2068,783,985,2591,2773,2940,2971,0.15,0.15,0.15,0.15,884,2682,2955.5,972,1305,3398,3658,4115,3912,4,8,0,93.33,86.54,34.58,1/1/2020 10:40,Ps480
0.76,0.55,0.74,0.82,0.8,0.32,2108,809,1021,2642,2846,2986,3032,0.15,0.15,0.15,0.15,915,2744,3009,987,1343,3465,3751,4185,3985,4,8,0,93.33,86.54,34.58,1/1/2020 11:00,Ps480
0.76,0.55,0.75,0.8,0.8,0.32,1580,586,737,1945,2085,2192,2235,0.15,0.15,0.15,0.15,661.5,2015,2213.5,728,976,2576,2766,3104,2960,4,8,0,93.33,86.54,34.58,1/1/2020 11:20,Ps480
0.76,0.56,0.74,0.78,0.79,0.32,1702,632,796,2140,2277,2425,2462,0.15,0.15,0.15,0.15,714,2208.5,2443.5,805,1063,2848,3035,3443,3275,4,8,0,93.33,86.54,34.58,1/1/2020 11:40,Ps480
0.76,0.56,0.74,0.8,0.79,0.32,1831,696,876,2308,2465,2609,2652,0.15,0.15,0.15,0.15,786,2386.5,2630.5,876,1166,3103,3326,3731,3550,4,8,0,93.33,86.54,34.58,1/1/2020 12:00,Ps480
0.76,0.56,0.73,0.8,0.78,0.32,1765,670,844,2221,2365,2513,2548,0.15,0.15,0.15,0.15,757,2293,2530.5,848,1121,2992,3200,3595,3416,4,8,0,93.33,86.54,34.58,1/1/2020 12:20,Ps480
0.76,0.56,0.74,0.77,0.79,0.32,1693,627,790,2140,2271,2426,2466,0.15,0.15,0.15,0.15,708.5,2205.5,2446,806,1058,2866,3043,3464,3293,4,8,0,93.33,86.54,34.58,1/1/2020 12:40,Ps480
0.76,0.56,0.74,0.77,0.79,0.32,1576,583,735,1984,2105,2249,2284,0.15,0.15,0.15,0.15,659,2044.5,2266.5,749,981,2651,2813,3203,3044,4,8,0,93.33,86.54,34.58,1/1/2020 13:00,Ps480
0.76,0.56,0.74,0.77,0.79,0.32,1518,563,710,1903,2020,2159,2188,0.15,0.15,0.15,0.15,636.5,1961.5,2173.5,720,943,2533,2692,3062,2907,4,8,0,93.33,86.54,34.58,1/1/2020 13:20,Ps480
0.77,0.56,0.73,0.81,0.76,0.33,1814,704,890,2296,2430,2617,2618,0.15,0.15,0.15,0.15,797,2363,2617.5,887,1155,3054,3254,3679,3462,4,8,0,93.33,86.54,34.58,1/1/2020 13:40,Ps480
0.76,0.56,0.74,0.79,0.78,0.32,1622,609,768,2030,2156,2308,2328,0.15,0.15,0.15,0.15,688.5,2093,2318,771,1011,2683,2859,3247,3076,4,8,0,93.33,86.54,34.58,1/1/2020 14:00,Ps480
0.77,0.56,0.73,0.82,0.76,0.34,1722,672,848,2154,2286,2463,2453,0.15,0.15,0.15,0.15,760,2220,2458,834,1082,2819,3004,3410,3194,4,8,0,93.33,86.54,34.58,1/1/2020 14:20,Ps480
0.78,0.56,0.73,0.82,0.77,0.34,1577,612,771,1951,2074,2233,2224,0.15,0.15,0.15,0.15,691.5,2012.5,2228.5,755,976,2539,2700,3077,2879,4,8,0,93.33,86.54,34.58,1/1/2020 14:40,Ps480
0.77,0.56,0.74,0.81,0.78,0.33,1327,501,630,1630,1736,1858,1863,0.15,0.15,0.15,0.15,565.5,1683,1860.5,623,818,2128,2277,2576,2437,4,8,0,93.33,86.54,34.58,1/1/2020 15:00,Ps480
0.77,0.56,0.74,0.82,0.77,0.33,1453,554,696,1787,1905,2041,2041,0.15,0.15,0.15,0.15,625,1846,2041,686,900,2324,2491,2817,2660,4,8,0,93.33,86.54,34.58,1/1/2020 15:20,Ps480
0.77,0.56,0.74,0.83,0.77,0.34,1452,557,699,1782,1901,2038,2033,0.15,0.15,0.15,0.15,628,1841.5,2035.5,685,900,2309,2477,2800,2641,4,8,0,93.33,86.54,34.58,1/1/2020 15:40,Ps480
0.77,0.56,0.74,0.83,0.77,0.34,1282,491,616,1563,1669,1788,1782,0.15,0.15,0.15,0.15,553.5,1616,1785,602,791,2020,2170,2450,2311,4,8,0,93.33,86.54,34.58,1/1/2020 16:00,Ps480
0.77,0.56,0.74,0.84,0.77,0.34,1291,497,623,1571,1679,1799,1790,0.15,0.15,0.15,0.15,560,1625,1794.5,606,796,2024,2176,2457,2314,4,8,0,93.33,86.54,34.58,1/1/2020 16:20,Ps480
0.77,0.56,0.75,0.83,0.77,0.34,993,379,475,1199,1281,1371,1366,0.15,0.24,0.15,0.15,427,1240,1368.5,462,607,1545,1661,1872,1767,4,8,0,93.33,86.54,34.58,1/1/2020 16:40,Ps480
0.77,0.56,0.75,0.83,0.77,0.34,920,351,440,1109,1185,1268,1263,0.15,0.29,0.15,0.15,395.5,1147,1265.5,428,562,1427,1534,1730,1631,4,8,0,93.33,86.54,34.58,1/1/2020 17:00,Ps480
