User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.79,0.75,0.71,0.64,0.81,0.35,630,966,1052,555,602,1175,1199,0.15,0.15,0.15,0.15,1009,578.5,1187,1381,1322,650,709,1559,1581,8,0,2,86.44,34.58,86.63,1/1/2020 8:00,Ps802
0.78,0.75,0.72,0.64,0.8,0.34,731,1134,1246,652,705,1386,1422,0.15,0.15,0.15,0.15,1190,678.5,1404,1635,1570,764,838,1844,1871,8,0,2,86.44,34.58,86.63,1/1/2020 8:20,Ps802
0.78,0.75,0.72,0.64,0.8,0.34,806,1256,1385,724,781,1536,1580,0.15,0.15,0.15,0.15,1320.5,752.5,1558,1814,1746,847,931,2043,2075,8,0,2,86.44,34.58,86.63,1/1/2020 8:40,Ps802
0.78,0.75,0.72,0.64,0.8,0.34,871,1364,1512,787,847,1673,1726,0.15,0.15,0.15,0.15,1438,817,1699.5,1980,1908,920,1014,2228,2265,8,0,2,86.44,34.58,86.63,1/1/2020 9:00,Ps802
0.78,0.74,0.72,0.64,0.8,0.34,916,1440,1603,831,892,1769,1831,0.15,0.15,0.15,0.15,1521.5,861.5,1800,2099,2025,972,1073,2360,2401,8,0,2,86.44,34.58,86.63,1/1/2020 9:20,Ps802
0.77,0.75,0.72,0.65,0.79,0.34,1015,1601,1768,926,991,1953,2015,0.15,0.15,0.15,0.15,1684.5,958.5,1984,2305,2229,1081,1188,2584,2633,8,0,2,86.44,34.58,86.63,1/1/2020 9:40,Ps802
0.77,0.75,0.73,0.66,0.79,0.32,920,1496,1664,838,899,1878,1943,0.15,0.15,0.15,0.15,1580,868.5,1910.5,2252,2151,1018,1107,2535,2582,8,0,2,86.44,34.58,86.63,1/1/2020 10:00,Ps802
0.76,0.75,0.73,0.66,0.79,0.32,856,1399,1556,778,835,1761,1820,0.15,0.15,0.15,0.15,1477.5,806.5,1790.5,2117,2017,950,1031,2384,2427,8,0,2,86.44,34.58,86.63,1/1/2020 10:20,Ps802
0.76,0.75,0.73,0.66,0.79,0.31,1170,1927,2163,1077,1152,2437,2534,0.15,0.15,0.15,0.15,2045,1114.5,2485.5,2945,2814,1314,1432,3314,3376,8,0,2,86.44,34.58,86.63,1/1/2020 10:40,Ps802
0.76,0.74,0.72,0.65,0.78,0.32,1205,1968,2232,1120,1192,2476,2591,0.15,0.15,0.15,0.15,2100,1156,2533.5,2995,2886,1344,1476,3367,3443,8,0,2,86.44,34.58,86.63,1/1/2020 11:00,Ps802
