User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.83,0.83,0.81,0.77,0.65,0.82,828,1100,1165,1009,980,375,344,0.15,0.15,0.15,0.36,1132.5,994.5,359.5,1034,962,882,894,267,363,0,8,4,34.55,86.54,93.33,1/1/2020 8:00,Ps084
0.83,0.83,0.81,0.76,0.65,0.81,957,1302,1380,1188,1159,441,404,0.15,0.15,0.15,0.24,1341,1173.5,422.5,1208,1117,1026,1043,307,422,0,8,4,34.55,86.54,93.33,1/1/2020 8:20,Ps084
0.82,0.83,0.81,0.76,0.65,0.81,1053,1444,1533,1316,1287,490,448,0.15,0.15,0.15,0.16,1488.5,1301.5,469,1334,1232,1131,1154,337,467,0,8,4,34.55,86.54,93.33,1/1/2020 8:40,Ps084
0.82,0.83,0.81,0.76,0.65,0.81,1136,1575,1673,1430,1403,532,487,0.15,0.15,0.15,0.15,1624,1416.5,509.5,1443,1329,1219,1248,362,504,0,8,4,34.55,86.54,93.33,1/1/2020 9:00,Ps084
0.82,0.83,0.81,0.75,0.65,0.81,1194,1666,1772,1510,1486,561,514,0.15,0.15,0.15,0.15,1719,1498,537.5,1517,1393,1278,1311,379,530,0,8,4,34.55,86.54,93.33,1/1/2020 9:20,Ps084
0.82,0.82,0.81,0.76,0.65,0.81,1324,1831,1948,1673,1636,628,572,0.15,0.15,0.15,0.15,1889.5,1654.5,600,1670,1556,1408,1469,421,593,0,8,4,34.55,86.54,93.33,1/1/2020 9:40,Ps084
0.82,0.85,0.81,0.75,0.65,0.79,1230,1748,1826,1589,1559,563,528,0.15,0.15,0.15,0.15,1787,1574,545.5,1508,1394,1252,1290,371,512,0,8,4,34.55,86.54,93.33,1/1/2020 10:00,Ps084
0.82,0.85,0.81,0.75,0.65,0.79,1150,1636,1706,1487,1458,521,491,0.15,0.15,0.15,0.15,1671,1472.5,506,1401,1297,1161,1193,344,474,0,8,4,34.55,86.54,93.33,1/1/2020 10:20,Ps084
0.81,0.85,0.81,0.75,0.65,0.79,1564,2269,2371,2053,2026,722,679,0.15,0.15,0.15,0.15,2320,2039.5,700.5,1921,1774,1587,1642,465,649,0,8,4,34.55,86.54,93.33,1/1/2020 10:40,Ps084
0.8,0.84,0.81,0.74,0.65,0.79,1586,2312,2436,2079,2070,751,700,0.15,0.15,0.15,0.15,2374,2074.5,725.5,1988,1810,1639,1706,484,685,0,8,4,34.55,86.54,93.33,1/1/2020 11:00,Ps084
0.81,0.85,0.81,0.74,0.66,0.8,1185,1704,1788,1527,1524,539,509,0.15,0.15,0.15,0.15,1746,1525.5,524,1456,1316,1199,1223,354,492,0,8,4,34.55,86.54,93.33,1/1/2020 11:20,Ps084
0.81,0.86,0.78,0.75,0.65,0.79,1289,1876,1946,1696,1669,578,551,0.15,0.15,0.15,0.15,1911,1682.5,564.5,1556,1440,1279,1307,377,517,0,8,4,34.55,86.54,93.33,1/1/2020 11:40,Ps084
