User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.84,0.52,0.81,0.86,0.8,0.36,1138,409,520,1344,1417,1326,1326,0.15,0.17,0.15,0.15,464.5,1380.5,1326,492,640,1774,1896,1789,1668,8,4,0,86.44,93.33,34.58,1/1/2020 8:00,Ps840
0.83,0.52,0.8,0.85,0.8,0.36,1318,481,612,1587,1682,1560,1572,0.15,0.15,0.15,0.15,546.5,1634.5,1566,578,757,2103,2247,2115,1974,8,4,0,86.44,93.33,34.58,1/1/2020 8:20,Ps840
0.83,0.51,0.8,0.85,0.81,0.35,1450,533,679,1761,1870,1728,1747,0.15,0.15,0.15,0.15,606,1815.5,1737.5,640,842,2333,2495,2346,2190,8,4,0,86.44,93.33,34.58,1/1/2020 8:40,Ps840
0.83,0.51,0.8,0.85,0.81,0.35,1566,579,738,1919,2043,1878,1906,0.15,0.15,0.15,0.15,658.5,1981,1892,695,918,2549,2725,2559,2392,8,4,0,86.44,93.33,34.58,1/1/2020 9:00,Ps840
0.83,0.51,0.8,0.85,0.81,0.35,1648,612,780,2030,2166,1982,2020,0.15,0.15,0.15,0.15,696,2098,2001,734,971,2703,2889,2709,2536,8,4,0,86.44,93.33,34.58,1/1/2020 9:20,Ps840
0.83,0.52,0.8,0.85,0.81,0.35,1815,682,868,2231,2386,2194,2225,0.15,0.15,0.15,0.15,775,2308.5,2209.5,813,1082,2953,3166,2978,2784,8,4,0,86.44,93.33,34.58,1/1/2020 9:40,Ps840
0.82,0.53,0.79,0.85,0.79,0.33,1705,627,794,2125,2259,2076,2122,0.15,0.15,0.15,0.15,710.5,2192,2099,783,1010,2926,3076,2880,2741,8,4,0,86.44,93.33,34.58,1/1/2020 10:00,Ps840
0.83,0.53,0.79,0.85,0.79,0.33,1596,583,738,1989,2111,1941,1984,0.15,0.15,0.15,0.15,660.5,2050,1962.5,734,940,2756,2888,2704,2577,8,4,0,86.44,93.33,34.58,1/1/2020 10:20,Ps840
0.82,0.52,0.79,0.84,0.8,0.33,2173,806,1021,2759,2940,2682,2761,0.15,0.15,0.15,0.15,913.5,2849.5,2721.5,1012,1305,3837,4025,3761,3587,8,4,0,86.44,93.33,34.58,1/1/2020 10:40,Ps840
0.82,0.52,0.79,0.83,0.81,0.33,2201,833,1058,2814,3018,2725,2830,0.15,0.15,0.15,0.15,945.5,2916,2777.5,1030,1343,3897,4114,3832,3651,8,4,0,86.44,93.33,34.58,1/1/2020 11:00,Ps840
0.83,0.52,0.79,0.84,0.79,0.33,1655,603,764,2078,2211,1999,2076,0.15,0.15,0.15,0.15,683.5,2144.5,2037.5,759,972,2907,3050,2836,2712,8,4,0,86.44,93.33,34.58,1/1/2020 11:20,Ps840
0.83,0.52,0.79,0.84,0.77,0.32,1798,651,824,2282,2415,2209,2272,0.15,0.15,0.15,0.15,737.5,2348.5,2240.5,839,1060,3228,3356,3139,3003,8,4,0,86.44,93.33,34.58,1/1/2020 11:40,Ps840
0.83,0.52,0.79,0.83,0.79,0.32,1930,716,908,2459,2612,2386,2466,0.15,0.15,0.15,0.15,812,2535.5,2426,915,1163,3493,3639,3409,3272,8,4,0,86.44,93.33,34.58,1/1/2020 12:00,Ps840
0.83,0.53,0.78,0.84,0.78,0.32,1864,689,873,2364,2504,2305,2367,0.15,0.15,0.15,0.15,781,2434,2336,886,1119,3365,3495,3289,3156,8,4,0,86.44,93.33,34.58,1/1/2020 12:20,Ps840
0.83,0.53,0.79,0.84,0.76,0.32,1792,646,818,2282,2411,2209,2269,0.15,0.15,0.15,0.15,732,2346.5,2239,841,1055,3252,3368,3156,3021,8,4,0,86.44,93.33,34.58,1/1/2020 12:40,Ps840
0.83,0.53,0.79,0.85,0.76,0.32,1668,600,760,2115,2232,2051,2101,0.15,0.15,0.15,0.15,680,2173.5,2076,780,979,3005,3114,2921,2793,8,4,0,86.44,93.33,34.58,1/1/2020 13:00,Ps840
0.83,0.53,0.79,0.85,0.76,0.32,1606,580,734,2027,2140,1972,2014,0.15,0.15,0.15,0.15,657,2083.5,1993,750,943,2869,2976,2795,2670,8,4,0,86.44,93.33,34.58,1/1/2020 13:20,Ps840
0.83,0.54,0.78,0.85,0.76,0.33,1922,724,917,2427,2557,2424,2416,0.15,0.15,0.15,0.15,820.5,2492,2420,926,1169,3421,3536,3387,3224,8,4,0,86.44,93.33,34.58,1/1/2020 13:40,Ps840
0.83,0.53,0.79,0.85,0.78,0.33,1715,626,793,2157,2281,2116,2147,0.15,0.15,0.15,0.15,709.5,2219,2131.5,803,1016,3032,3151,2967,2830,8,4,0,86.44,93.33,34.58,1/1/2020 14:00,Ps840
0.84,0.54,0.77,0.85,0.76,0.34,1820,689,873,2270,2395,2294,2256,0.15,0.15,0.15,0.15,781,2332.5,2275,870,1104,3156,3271,3143,2973,8,4,0,86.44,93.33,34.58,1/1/2020 14:20,Ps840
0.84,0.54,0.78,0.85,0.76,0.34,1665,626,794,2056,2171,2083,2039,0.15,0.15,0.15,0.15,710,2113.5,2061,789,1000,2845,2952,2835,2674,8,4,0,86.44,93.33,34.58,1/1/2020 14:40,Ps840
0.83,0.54,0.79,0.85,0.78,0.34,1400,514,650,1730,1831,1711,1723,0.15,0.15,0.15,0.15,582,1780.5,1717,649,827,2395,2503,2361,2246,8,4,0,86.44,93.33,34.58,1/1/2020 15:00,Ps840
0.83,0.54,0.79,0.85,0.77,0.34,1533,568,719,1894,2008,1884,1889,0.15,0.15,0.15,0.15,643.5,1951,1886.5,714,913,2612,2732,2583,2454,8,4,0,86.44,93.33,34.58,1/1/2020 15:20,Ps840
0.83,0.54,0.78,0.85,0.77,0.34,1531,571,722,1887,2002,1884,1882,0.15,0.15,0.15,0.15,646.5,1944.5,1883,713,915,2591,2715,2570,2438,8,4,0,86.44,93.33,34.58,1/1/2020 15:40,Ps840
0.83,0.54,0.79,0.85,0.77,0.34,1351,503,636,1656,1756,1655,1652,0.15,0.15,0.15,0.15,569.5,1706,1653.5,626,805,2265,2377,2249,2133,8,4,0,86.44,93.33,34.58,1/1/2020 16:00,Ps840
0.83,0.54,0.78,0.85,0.77,0.34,1359,508,643,1663,1765,1668,1659,0.15,0.15,0.15,0.15,575.5,1714,1663.5,631,813,2268,2382,2258,2138,8,4,0,86.44,93.33,34.58,1/1/2020 16:20,Ps840
