User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.82,0.54,0.76,0.86,0.73,0.37,1024,407,513,1247,1299,1168,1127,0.15,0.18,0.15,0.15,460,1273,1147.5,457,657,1568,1717,1509,1431,2,8,0,86.57,86.54,34.58,1/1/2020 8:00,Ps280
0.82,0.54,0.76,0.85,0.73,0.36,1185,477,602,1470,1535,1377,1332,0.15,0.15,0.15,0.15,539.5,1502.5,1354.5,539,779,1856,2033,1781,1697,2,8,0,86.57,86.54,34.58,1/1/2020 8:20,Ps280
0.82,0.54,0.75,0.84,0.73,0.36,1304,528,667,1630,1704,1528,1478,0.15,0.15,0.15,0.15,597.5,1667,1503,598,866,2058,2256,1975,1885,2,8,0,86.57,86.54,34.58,1/1/2020 8:40,Ps280
0.81,0.53,0.75,0.84,0.72,0.36,1408,573,724,1774,1857,1663,1611,0.15,0.15,0.15,0.15,648.5,1815.5,1637,651,944,2247,2463,2153,2060,2,8,0,86.57,86.54,34.58,1/1/2020 9:00,Ps280
0.81,0.53,0.75,0.84,0.72,0.35,1481,605,764,1876,1966,1758,1705,0.15,0.15,0.15,0.15,684.5,1921,1731.5,689,999,2381,2612,2279,2186,2,8,0,86.57,86.54,34.58,1/1/2020 9:20,Ps280
0.81,0.54,0.75,0.84,0.72,0.36,1636,672,850,2066,2166,1955,1882,0.15,0.15,0.15,0.15,761,2116,1918.5,762,1106,2609,2871,2516,2403,2,8,0,86.57,86.54,34.58,1/1/2020 9:40,Ps280
0.81,0.54,0.73,0.82,0.71,0.34,1528,621,773,1977,2042,1819,1787,0.15,0.15,0.15,0.15,697,2009.5,1803,740,1040,2566,2805,2427,2323,2,8,0,86.57,86.54,34.58,1/1/2020 10:00,Ps280
0.81,0.54,0.73,0.81,0.71,0.34,1430,579,718,1852,1908,1697,1672,0.15,0.15,0.15,0.15,648.5,1880,1684.5,693,969,2414,2636,2277,2180,2,8,0,86.57,86.54,34.58,1/1/2020 10:20,Ps280
0.81,0.54,0.73,0.82,0.71,0.34,1946,798,991,2565,2649,2350,2320,0.15,0.15,0.15,0.15,894.5,2607,2335,958,1348,3358,3670,3162,3040,2,8,0,86.57,86.54,34.58,1/1/2020 10:40,Ps280
0.81,0.54,0.73,0.82,0.71,0.34,1979,823,1026,2610,2717,2417,2375,0.15,0.15,0.15,0.15,924.5,2663.5,2396,975,1389,3415,3742,3215,3112,2,8,0,86.57,86.54,34.58,1/1/2020 11:00,Ps280
0.81,0.54,0.73,0.82,0.71,0.34,1484,601,743,1926,1997,1761,1747,0.15,0.15,0.15,0.15,672,1961.5,1754,717,1010,2542,2779,2377,2300,2,8,0,86.57,86.54,34.58,1/1/2020 11:20,Ps280
0.82,0.54,0.73,0.79,0.71,0.33,1610,650,801,2127,2178,1925,1915,0.15,0.15,0.15,0.15,725.5,2152.5,1920,794,1099,2818,3068,2631,2528,2,8,0,86.57,86.54,34.58,1/1/2020 11:40,Ps280
0.81,0.54,0.72,0.81,0.7,0.33,1733,713,880,2293,2357,2094,2074,0.15,0.15,0.15,0.15,796.5,2325,2084,868,1212,3063,3336,2853,2750,2,8,0,86.57,86.54,34.58,1/1/2020 12:00,Ps280
0.81,0.54,0.72,0.81,0.7,0.33,1673,687,847,2210,2262,2016,1994,0.15,0.15,0.15,0.15,767,2236,2005,840,1166,2955,3213,2753,2643,2,8,0,86.57,86.54,34.58,1/1/2020 12:20,Ps280
0.82,0.54,0.72,0.78,0.71,0.33,1604,646,795,2131,2173,1920,1914,0.15,0.15,0.15,0.15,720.5,2152,1917,796,1095,2837,3084,2640,2536,2,8,0,86.57,86.54,34.58,1/1/2020 12:40,Ps280
0.82,0.54,0.72,0.78,0.71,0.33,1494,601,739,1976,2014,1782,1775,0.15,0.15,0.15,0.15,670,1995,1778.5,738,1015,2624,2851,2445,2345,2,8,0,86.57,86.54,34.58,1/1/2020 13:00,Ps280
0.82,0.54,0.72,0.78,0.71,0.33,1439,579,714,1895,1933,1715,1703,0.15,0.15,0.15,0.15,646.5,1914,1709,708,975,2506,2725,2343,2242,2,8,0,86.57,86.54,34.58,1/1/2020 13:20,Ps280
0.82,0.55,0.71,0.81,0.7,0.34,1729,719,891,2290,2318,2106,2052,0.15,0.15,0.15,0.15,805,2304,2079,875,1203,3017,3270,2844,2675,2,8,0,86.57,86.54,34.58,1/1/2020 13:40,Ps280
0.82,0.55,0.72,0.8,0.71,0.34,1538,623,771,2019,2061,1840,1815,0.15,0.15,0.15,0.15,697,2040,1827.5,758,1046,2653,2888,2494,2375,2,8,0,86.57,86.54,34.58,1/1/2020 14:00,Ps280
0.82,0.55,0.71,0.82,0.7,0.35,1641,681,849,2147,2175,1993,1922,0.15,0.15,0.15,0.15,765,2161,1957.5,818,1125,2782,3021,2651,2470,2,8,0,86.57,86.54,34.58,1/1/2020 14:20,Ps280
