User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.75,0.74,0.68,0.68,0.76,0.32,615,1165,1240,592,559,1016,1027,0.15,0.15,0.15,0.15,1202.5,575.5,1021.5,1591,1555,651,644,1368,1382,2,0,8,86.57,34.58,86.54,1/1/2020 8:00,Ps208
0.75,0.73,0.68,0.68,0.76,0.32,714,1374,1471,696,656,1196,1215,0.15,0.15,0.15,0.15,1422.5,676,1205.5,1881,1845,767,760,1618,1640,2,0,8,86.57,34.58,86.54,1/1/2020 8:20,Ps208
0.74,0.73,0.69,0.68,0.76,0.32,787,1522,1635,772,728,1326,1349,0.15,0.15,0.15,0.15,1578.5,750,1337.5,2085,2049,852,844,1795,1822,2,0,8,86.57,34.58,86.54,1/1/2020 8:40,Ps208
0.74,0.72,0.69,0.68,0.76,0.31,850,1657,1785,838,791,1442,1472,0.15,0.15,0.15,0.15,1721,814.5,1457,2274,2240,927,919,1958,1993,2,0,8,86.57,34.58,86.54,1/1/2020 9:00,Ps208
0.74,0.72,0.69,0.68,0.75,0.31,893,1751,1893,884,834,1524,1559,0.15,0.15,0.15,0.15,1822,859,1541.5,2408,2377,980,972,2075,2115,2,0,8,86.57,34.58,86.54,1/1/2020 9:20,Ps208
0.74,0.72,0.69,0.68,0.75,0.31,993,1929,2078,987,931,1689,1720,0.15,0.15,0.15,0.15,2003.5,959,1704.5,2636,2606,1093,1080,2279,2322,2,0,8,86.57,34.58,86.54,1/1/2020 9:40,Ps208
0.73,0.71,0.69,0.7,0.74,0.3,895,1849,1995,887,846,1580,1629,0.15,0.15,0.15,0.15,1922,866.5,1604.5,2585,2556,1019,1018,2211,2254,2,0,8,86.57,34.58,86.54,1/1/2020 10:00,Ps208
0.73,0.71,0.69,0.7,0.74,0.3,834,1732,1869,823,786,1477,1523,0.15,0.15,0.15,0.15,1800.5,804.5,1500,2430,2402,948,950,2077,2116,2,0,8,86.57,34.58,86.54,1/1/2020 10:20,Ps208
0.72,0.7,0.69,0.7,0.73,0.29,1138,2396,2600,1139,1086,2041,2114,0.15,0.15,0.15,0.15,2498,1112.5,2077.5,3376,3348,1313,1318,2889,2954,2,0,8,86.57,34.58,86.54,1/1/2020 10:40,Ps208
0.72,0.7,0.69,0.69,0.74,0.3,1174,2433,2659,1184,1123,2092,2173,0.15,0.15,0.15,0.15,2546,1153.5,2132.5,3428,3428,1351,1359,2942,3028,2,0,8,86.57,34.58,86.54,1/1/2020 11:00,Ps208
0.73,0.7,0.69,0.69,0.74,0.29,863,1795,1961,852,813,1535,1596,0.15,0.15,0.15,0.15,1878,832.5,1565.5,2552,2544,978,990,2185,2242,2,0,8,86.57,34.58,86.54,1/1/2020 11:20,Ps208
0.72,0.7,0.69,0.7,0.73,0.29,926,1984,2153,916,877,1682,1740,0.15,0.15,0.15,0.15,2068.5,896.5,1711,2830,2798,1065,1078,2416,2463,2,0,8,86.57,34.58,86.54,1/1/2020 11:40,Ps208
