User1-Uo,User2-Uo,User3-Uo,User4-Uo,User5-Uo,User6-Uo,Non-daylit Sensor,User1-ill,User2-ill,User3-ill,User4-ill,User5-ill,User6-ill,LightingFraction-Non-daylit,LightingFractionZoneOne,LightingFractionZoneTwo,LightingFractionZoneThree,LightingZoneOne,LightingZoneTwo,LightingZoneThree,User1-Ev,User2-Ev,User3-Ev,User4-Ev,User5-Ev,User6-Ev,U5/6-Ps,U3/4-Ps,U1/2-Ps,ViewU56,ViewU34,ViewU12,DATE,Ps
0.82,0.6,0.82,0.86,0.82,0.36,1037,370,470,1053,1173,1296,1281,0.15,0.25,0.15,0.15,420,1113,1288.5,426,570,1406,1531,1697,1629,8,2,0,86.44,86.63,34.58,1/1/2020 8:00,Ps820
0.81,0.6,0.81,0.85,0.82,0.35,1201,433,552,1240,1386,1529,1514,0.15,0.15,0.15,0.15,492.5,1313,1521.5,501,671,1664,1818,2006,1926,8,2,0,86.44,86.63,34.58,1/1/2020 8:20,Ps820
0.81,0.6,0.81,0.85,0.82,0.35,1320,480,612,1374,1540,1696,1680,0.15,0.15,0.15,0.15,546,1457,1688,554,745,1845,2022,2225,2135,8,2,0,86.44,86.63,34.58,1/1/2020 8:40,Ps820
0.81,0.6,0.81,0.84,0.82,0.34,1426,521,664,1495,1677,1846,1832,0.15,0.15,0.15,0.15,592.5,1586,1839,602,810,2014,2210,2428,2330,8,2,0,86.44,86.63,34.58,1/1/2020 9:00,Ps820
0.8,0.6,0.81,0.84,0.82,0.34,1500,550,701,1580,1775,1952,1941,0.15,0.15,0.15,0.15,625.5,1677.5,1946.5,636,856,2134,2344,2572,2469,8,2,0,86.44,86.63,34.58,1/1/2020 9:20,Ps820
0.8,0.6,0.81,0.84,0.82,0.35,1650,612,780,1754,1963,2153,2137,0.15,0.15,0.15,0.15,696,1858.5,2145,706,950,2348,2578,2825,2710,8,2,0,86.44,86.63,34.58,1/1/2020 9:40,Ps820
0.8,0.6,0.81,0.84,0.81,0.33,1542,563,712,1648,1827,2041,2055,0.15,0.15,0.15,0.15,637.5,1737.5,2048,677,891,2294,2472,2748,2660,8,2,0,86.44,86.63,34.58,1/1/2020 10:00,Ps820
0.8,0.6,0.81,0.84,0.81,0.33,1445,524,661,1541,1705,1910,1926,0.15,0.15,0.15,0.15,592.5,1623,1918,634,831,2157,2316,2581,2501,8,2,0,86.44,86.63,34.58,1/1/2020 10:20,Ps820
0.79,0.6,0.8,0.83,0.81,0.32,1966,723,913,2129,2366,2648,2674,0.15,0.15,0.15,0.15,818,2247.5,2661,872,1151,2997,3233,3588,3478,8,2,0,86.44,86.63,34.58,1/1/2020 10:40,Ps820
0.79,0.6,0.8,0.82,0.82,0.32,1998,746,942,2175,2436,2707,2724,0.15,0.15,0.15,0.15,844,2305.5,2715.5,885,1180,3043,3319,3659,3545,8,2,0,86.44,86.63,34.58,1/1/2020 11:00,Ps820
0.8,0.6,0.81,0.83,0.82,0.32,1504,544,683,1597,1780,1989,2010,0.15,0.15,0.15,0.15,613.5,1688.5,1999.5,651,862,2262,2446,2714,2634,8,2,0,86.44,86.63,34.58,1/1/2020 11:20,Ps820
0.8,0.6,0.8,0.83,0.79,0.32,1631,587,738,1755,1938,2186,2216,0.15,0.15,0.15,0.15,662.5,1846.5,2201,720,941,2511,2679,2999,2911,8,2,0,86.44,86.63,34.58,1/1/2020 11:40,Ps820
0.79,0.6,0.8,0.82,0.81,0.32,1750,644,809,1901,2105,2368,2391,0.15,0.15,0.15,0.15,726.5,2003,2379.5,782,1029,2720,2922,3261,3173,8,2,0,86.44,86.63,34.58,1/1/2020 12:00,Ps820
0.8,0.6,0.8,0.82,0.8,0.32,1689,620,779,1833,2021,2280,2301,0.15,0.15,0.15,0.15,699.5,1927,2290.5,757,991,2624,2806,3144,3060,8,2,0,86.44,86.63,34.58,1/1/2020 12:20,Ps820
0.8,0.6,0.8,0.83,0.78,0.32,1627,583,732,1753,1932,2186,2219,0.15,0.15,0.15,0.15,657.5,1842.5,2202.5,720,938,2525,2682,3014,2927,8,2,0,86.44,86.63,34.58,1/1/2020 12:40,Ps820
0.8,0.6,0.8,0.83,0.78,0.32,1514,543,681,1628,1792,2027,2055,0.15,0.15,0.15,0.15,612,1710,2041,669,871,2337,2480,2789,2707,8,2,0,86.44,86.63,34.58,1/1/2020 13:00,Ps820
0.8,0.6,0.8,0.83,0.79,0.32,1457,523,657,1566,1722,1945,1970,0.15,0.15,0.15,0.15,590,1644,1957.5,644,838,2235,2373,2668,2588,8,2,0,86.44,86.63,34.58,1/1/2020 13:20,Ps820
0.8,0.61,0.79,0.83,0.78,0.33,1738,646,817,1915,2085,2363,2365,0.15,0.15,0.15,0.15,731.5,2000,2364,795,1029,2689,2838,3224,3121,8,2,0,86.44,86.63,34.58,1/1/2020 13:40,Ps820
